class,fea1,fea2,fea3,fea4,fea5,fea6,fea7,fea8,fea9,fea10,fea11,fea12,fea13,fea14,fea15,fea16,fea17,fea18,fea19,fea20,fea21,fea22,fea23,fea24,fea25,fea26,27
1,0.00023352,0.00027244,0.00042813,0.00038921,0.00015568,0.0,0.00050597,0.00038921,0.00027244,0.0001946,0.00023352,0.00015568,0.00038921,0.00058381,0.00027244,0.0010304000000000001,0.00019254,0.45960112,0.0317965,0.00482707,9.7e-07,0.00102598,0.00020912,0.45975844,0.03213934,0.00482487,1e-06
1,0.00017624,0.00031723,0.00028198,0.00028198,0.00035247,3.525e-05,0.00049346,0.00038772,0.00021148,0.00021148,0.00031723,0.00010574,0.00045822,0.00052871,0.00031723,0.00106889,0.00014641,0.45881784,0.03211629,0.00488526,1.36e-06,0.0010675,0.00017217,0.45950032,0.03272047,0.00488458,1.51e-06
1,0.00012106,0.00036318,0.00033896,0.00024212,0.00026633,2.421e-05,0.00043581,0.00033896,0.00026633,0.00046002,0.00019369,0.00024212,0.00033896,0.00041160000000000003,0.00041160000000000003,0.00106027,0.00011192,0.45715682,0.03426915,0.00485038,2.4e-07,0.00105688,8.562e-05,0.45750437,0.03447793,0.00485052,-1.2e-07
1,0.00017797,0.00028476,0.00042714,0.00028476,0.00028476,3.559e-05,0.00024916,0.00039154,7.119e-05,0.00024916,0.00028476,0.00021357,0.00032035,0.00042714,0.00049833,0.00103036,0.0001395,0.45962692,0.03191787,0.00486633,1.05e-06,0.00102841,9.949e-05,0.45954843,0.03224763,0.00486718,-5.1e-07
1,0.00014988,0.00027477,0.00037469,0.00022481,0.00014988,4.996e-05,0.00042465,0.00039967,0.00017486,0.00032473,0.00022481,0.00014988,0.00037469,0.00047461,0.00052457,0.00103646,8.73e-05,0.45860426,0.03297198,0.0048726,4.8e-07,0.00103212,9.207e-05,0.4587795,0.03302852,0.00487358,-6e-08
1,0.00014585,0.00036462,0.00036462,0.00036462,7.292e-05,7.292e-05,0.00065631,7.292e-05,0.00029169,0.00021877,0.00043754,0.00051047,0.00058339,0.00036462,0.0,0.00104342,0.00019911,0.45857404,0.03264897,0.00486734,5.3e-07,0.00104564,0.00017819,0.45841709,0.03356348,0.00486748,5.3e-07
1,0.00012522,0.00029218,0.00041741,0.00016696,0.00016696,0.0,0.00033392,0.00020869999999999998,0.00012522,0.00016696,0.00041741,0.00041741,0.00029218,0.00045915,0.00050089,0.00098651,5.358e-05,0.46081472,0.03066337,0.00485406,4.7e-07,0.00098556,0.00011515,0.46100001,0.03103757,0.00485515,6.5e-07
1,4.367e-05,0.00043666,0.00017467,0.000131,0.00021833,0.0,0.000393,0.00034933,0.000131,0.00034933,0.00017467,0.000131,0.000393,0.00021833,0.000786,0.00102047,4.214e-05,0.45920485,0.03233983,0.00493947,2e-07,0.00101835,4.401e-05,0.45938204,0.03239543,0.00494085,5e-08
1,0.00030869,0.00044098,0.00035278,0.00035278,8.82e-05,4.41e-05,0.00035278,0.00039688,0.00017639,0.00017639,0.00030869,0.00035278,0.00030869,0.00039688,0.00035278,0.00102488,0.00014844,0.45948385,0.031422399999999996,0.00487758,1.32e-06,0.00102495,0.00010717,0.45996192,0.03243546,0.00488083,9.3e-07
1,0.00018697,0.00037394,0.00023371,9.349e-05,0.00014023,9.349e-05,0.0006544,0.0003272,0.0003272,0.00028046,0.00028046,0.00037394,0.00037394,0.00042068,0.00028046,0.00105776,9.061e-05,0.45786953,0.03319004,0.00492079,3.6e-07,0.00105577,8.401e-05,0.45871130000000004,0.03347281,0.00491923,2.7e-07
1,0.00017498,0.00029163,0.00017498,0.00029163,0.00058325,0.00034995,0.00029163,0.00029163,0.00040828,0.0004666,0.0002333,5.833e-05,0.00040828,0.0002333,5.833e-05,0.00115216,9.836e-05,0.45579381,0.03533297,0.00492188,1.61e-06,0.00115572,0.00010963,0.45607031,0.035829900000000005,0.00492448,1.51e-06
1,0.00033142,0.00022095,5.524e-05,0.00033142,0.00049713,0.00016571,0.00038666,0.00016571,0.00038666,0.00066284,0.00033142,0.00016571,0.00016571,0.00049713,5.524e-05,0.00111698,0.00011987,0.45741620000000005,0.03444817,0.00484668,1.06e-06,0.00111385,0.00010171,0.45653157,0.03486972,0.0048475,2e-06
1,0.00030272,0.00020181,5.045e-05,0.00010091,0.00055498,5.045e-05,0.00060543,0.00015136,0.00020181,0.00075679,0.00025226,0.00025226,0.00025226,0.00035317,0.00025226,0.00111539,8.402e-05,0.45609865,0.03574672,0.00489558,1.5e-07,0.00110717,9.095e-05,0.45616789,0.03520486,0.00489721,2.4e-07
1,0.00029856,0.00029856,0.00023884,0.00041798,0.00023884,5.971e-05,0.00029856,0.00029856,0.00017913,0.00017913,0.00035827,0.00017913,0.00023884,0.00047769,0.00035827,0.00101508,0.00011559,0.46069085,0.03058183,0.00485823,1.24e-06,0.00101077,0.00010216,0.46137196,0.03073823,0.00485642,1.7e-07
1,0.0003279,0.0003279,0.00014053,0.0003279,0.00042159,9.369e-05,0.00046843,0.00014053,0.00014053,0.00037475,0.00042159,0.0003279,0.00037475,0.0003279,0.0003279,0.0010848,0.00011329,0.45820691,0.03284767,0.00491147,7.5e-07,0.00107851,9.772e-05,0.45913466,0.03297599,0.00491021,5.4e-07
1,0.00034231,0.00042789,0.00017116,0.00025673,0.00017116,0.00017116,0.00038510000000000004,0.00038510000000000004,0.00025673,0.00017116,0.00047068,0.00025673,0.00025673,0.00051347,0.00029952,0.00106348,0.00014035,0.4600013,0.03143688,0.00491816,2.06e-06,0.00105906,0.00012427,0.46004174,0.03163247,0.00491478,1.42e-06
1,0.00019393,0.00019393,0.00038785,0.00038785,0.00038785,9.696e-05,0.00033937,0.00024241,0.00019393,0.00024241,0.00033937,0.00014545,0.00043634,0.0005332999999999999,0.00029089,0.00106575,0.00013367,0.45897519,0.0323927,0.00485003,1.61e-06,0.00106262,0.00014847,0.45856672,0.033346100000000004,0.00485059,7.7e-07
1,0.00017957,0.00017957,0.00011971,0.00011971,0.00077812,0.00023942,0.00041899,0.00017957,0.00023942,0.00059856,0.00017957,0.00017957,0.00035913,0.00017957,0.00041899,0.00114984,0.00011504,0.45597554,0.03583929,0.00493668,1.25e-06,0.00114716,6.084e-05,0.45518492,0.03604295,0.00493726,3.7e-07
1,5.789e-05,0.00040524,0.00011578,0.00017367,0.0006947,0.0,0.00052102,0.00028946,0.00023157,0.0006368,0.00023157,5.789e-05,0.00040524,0.00034735,0.00023157,0.00113483,8.508e-05,0.45629162,0.03561961,0.00490005,1.2e-07,0.00112731,0.00011309,0.45622454,0.03503334,0.00489687,1.3e-07
1,0.00019388,0.00033928,0.00029081,0.00033928,0.00024235,9.694e-05,0.00033928,0.00029081,0.00024235,0.00048469,0.00029081,0.00014541,0.00033928,0.00043622,0.00029081,0.00107043,0.00011531,0.45780571,0.03366343,0.004861600000000001,1.43e-06,0.00106808,0.00011011,0.45771285,0.03412264,0.00486346,3.8e-07
1,0.00021021,0.00035035,0.00035035,0.00042043,0.00021021,7.007e-05,0.00035035,0.0004905,0.00021021,0.00014014,0.00028028,7.007e-05,0.00042043,0.00056057,0.00028028,0.00105133,0.00019025,0.45886075,0.03221125,0.00486243,7.2e-07,0.00104986,0.00017502,0.45972209999999997,0.03239025,0.00486,1.35e-06
1,0.00014343,0.00038248,0.00028686,0.00038248,0.00033467,9.562e-05,0.00023905,0.00028686,0.00028686,0.00043029,0.00033467,0.00014343,0.00028686,0.00043029,0.00038248,0.00106739,9.194e-05,0.45791204,0.03353942,0.00483624,1.08e-06,0.00106541,0.00010674,0.45809604,0.0338537,0.00483953,7.4e-07
1,0.00016182,0.00037757,0.0,0.00032363,0.00053939,0.00016182,0.00064727,0.00021576,0.00037757,0.00064727,0.00021576,0.0,0.00059333,0.00026969,5.394e-05,0.00117384,0.00016227,0.45413105,0.03691188,0.00493029,1.12e-06,0.00117716,0.00016268,0.45489617,0.03693127,0.00493741,5e-08
1,0.00020240000000000001,0.00020240000000000001,0.00053972,0.00013493,6.747e-05,0.00026986,0.00026986,0.00047226,6.747e-05,0.00020240000000000001,0.00020240000000000001,0.00033733,0.00040479,0.00033733,0.00074212,0.00105112,6.38e-05,0.45798908,0.03352478,0.00493056,1.59e-06,0.00104681,0.00011825,0.45841178,0.03326706,0.00493899,1.05e-06
1,0.00017716,0.00039860000000000004,0.00044289,0.00044289,0.00031003,4.429e-05,0.00022145,0.00022145,0.00031003,8.858e-05,0.00026574,0.00035431,0.00017716,0.00039860000000000004,0.00031003,0.000995,0.00013232,0.46090841,0.03063692,0.00480465,1.12e-06,0.00099127,7.541e-05,0.46102424,0.03101839,0.00480616,1e-08
1,0.00025595,5.119e-05,0.00071667,0.00020476,5.119e-05,0.00010238,0.00020476,0.00015357,0.00015357,0.00010238,0.00030714,0.00066548,0.00010238,0.00046072,0.00061429,0.00094465,4.633e-05,0.46154883,0.02986657,0.00478218,1.17e-06,0.00094213,6.953e-05,0.46165254,0.03075663,0.00478259,-3.1e-07
1,0.00022525,0.00050682,0.00011263,0.00022525,0.00022525,5.631e-05,0.00056313,0.00022525,0.00045051,0.00028157,0.00039419,0.00039419,0.00016894,0.00045051,0.00016894,0.00104065,9.845e-05,0.45988929,0.03150165,0.00487289,1.54e-06,0.0010379000000000002,8.416e-05,0.45952521,0.03245843,0.00487168,4.4e-07
1,0.00013802,0.00023003,0.00032204,0.00027603,0.00036805,0.00013802,0.00032204,0.00027603,0.00041405,0.00027603,0.00023003,0.00013802,0.00018402,0.00055207,0.00027603,0.00103428,8.156e-05,0.45987063,0.03184074,0.00481646,4.7e-07,0.00102612,4.737e-05,0.46014101,0.03172648,0.00481335,9.6e-07
1,0.00014999,0.00039997,0.00024998,0.00029998,0.00014999,5e-05,0.00034997,9.999e-05,0.00019998,0.00019998,0.00059995,0.00034997,0.00034997,0.00049996,0.00049996,0.00101118,6.838e-05,0.46080788,0.03033414,0.00486531,1.32e-06,0.00100845,9.371e-05,0.46108413,0.03120801,0.00486752,3.5e-07
1,0.00029257,9.752e-05,0.00048762,0.00024381,4.876e-05,0.0,0.00034133,0.00019505,0.00024381,0.00014629,0.00014629,0.00043886,4.876e-05,0.00043886,0.00073143,0.00092395,6.742e-05,0.46279899,0.02901232,0.00479058,6.6e-07,0.00092081,-2.964e-05,0.4626548,0.02943989,0.00478811,-2.6e-07
1,0.00024408,0.00034171,9.763e-05,0.00053697,0.00034171,9.763e-05,0.00068341,0.00019526,0.00034171,0.00053697,0.00019526,0.0,0.00068341,0.00029289,0.0,0.00113695,0.00022040000000000002,0.45523050000000004,0.0355658,0.00490194,1.6e-06,0.00113844,0.00020494,0.45598406,0.03612111,0.00490453,1.12e-06
1,0.00016702,0.00027836,0.00077942,0.00027836,0.00011135,0.00011135,5.567e-05,0.00016702,0.00027836,0.00011135,0.00022269,0.00077942,0.0,0.00033404,0.00066808,0.00093825,7.237e-05,0.46103809999999995,0.03008657,0.00474653,1.17e-06,0.00093367,4.542e-05,0.46134569,0.03148365,0.00474363,-2.2e-07
1,0.00034852,0.00024894,0.00034852,0.0004481,0.00014937,0.0,0.00024894,0.00034852,9.958e-05,0.00024894,0.00039831,0.00014937,0.00024894,0.00059746,0.00049789,0.00101438,0.00019961,0.46046691,0.03085833,0.00482264,1.56e-06,0.00101115,0.00011764,0.46073891,0.03131187,0.00482581,8.7e-07
1,0.00024876,0.00029852,0.00034827,0.00039802,9.951e-05,0.0,0.00024876,0.00024876,0.00029852,4.975e-05,0.00049753,0.00024876,0.00014926,0.00069654,0.00039802,0.00096749,0.00011457,0.46241704,0.02868299,0.00478345,2.1000000000000002e-06,0.00096632,7.383e-05,0.4627597,0.029819099999999998,0.00478551,9.1e-07
1,0.00027044,0.00027044,0.00021635,0.00032453,0.00016227,5.409e-05,0.00037862,5.409e-05,0.00021635,0.00032453,0.00043271,0.00032453,0.00027044,0.00043271,0.00064906,0.00100476,7.634e-05,0.46116505,0.03070751,0.00485429,6.6e-07,0.00099942,4.652e-05,0.46063572,0.03100518,0.00485287,9e-08
1,0.00030671,0.00030671,0.00010224,0.00010224,0.00040895,0.00010224,0.00056231,0.00035783,0.00010224,0.00035783,0.00030671,0.00030671,0.00035783,0.00030671,0.00051119,0.00109454,7.665e-05,0.45740736,0.03377065,0.00496135,9e-08,0.00108596,9.199e-05,0.45838105,0.03351818,0.00495967,7e-07
1,0.00015533,0.00010355,0.00041422,0.00025889,0.00036244,0.00036244,0.00025889,0.00031066,0.00036244,0.00041422,0.00015533,0.00010355,0.00036244,0.00031066,0.000466,0.00109961,4.247e-05,0.45716381,0.03475366,0.00488028,6.3e-07,0.00108942,8.761e-05,0.45733367,0.03406241,0.00487841,-1.7e-07
1,0.000169,0.00022534,0.00050701,0.00039434,0.000169,0.0,0.000169,0.00011267,0.00011267,0.000169,0.00045067,0.00039434,0.00028167,0.00045067,0.00033801,0.00097162,1.072e-05,0.46167296,0.02976086,0.00480321,1.05e-06,0.00096974,5.665e-05,0.46140977,0.03092181,0.00480325,-1.05e-06
1,0.00016407,0.00032815,0.00038284,0.00038284,0.00016407,5.469e-05,0.00016407,0.00021876,0.00016407,0.00010938,0.00054691,0.00021876,0.00027345,0.0006016,0.00043753,0.00099798,0.00012607,0.46180719,0.02950339,0.00483437,2.34e-06,0.00099725,0.00013151,0.46172544,0.03038982,0.00483452,1.4e-06
1,0.00032374,0.00053956,0.00026978,0.00043165,5.396e-05,0.0,0.00021582,0.00026978,0.00026978,0.00010791,0.00048561,0.00043165,0.00010791,0.00043165,0.00032374,0.00097928,9.209999999999999e-05,0.46216187,0.02928152,0.00483316,1.1e-06,0.0009737999999999999,5.872e-05,0.46211761,0.03003298,0.00482759,3e-08
1,0.0003947,0.00022554,0.00028193,0.00033831,0.00011277,0.00016916,0.00033831,0.00022554,0.00033831,0.00028193,0.0003947,0.0003947,0.00011277,0.00050747,0.00033831,0.00102456,0.00012815,0.46006293,0.03100096,0.00483082,2.69e-06,0.00102354,0.0001227,0.46057752,0.03176813,0.00483276,1.67e-06
1,0.00053209,0.00011824,0.00041385,0.00041385,0.00011824,5.912e-05,0.00041385,0.00017736,0.00023648,0.00023648,0.00017736,0.00047297,0.00011824,0.00047297,0.00047297,0.00099172,8.259e-05,0.46083165,0.03066631,0.00480212,1.1e-06,0.00099226,0.00011832,0.46107633,0.03101946,0.00480461,2.11e-06
1,0.00020317,0.00020317,0.00033862,0.00060951,0.00020317,0.00013545,0.00013545,0.0,0.00040634,0.00020317,0.00060951,0.00013545,0.00020317,0.00074495,0.00040634,0.00099875,9.554e-05,0.46081317,0.02943952,0.00473365,2.12e-06,0.0009876,0.00013962,0.46321793,0.03023549,0.00473005,1.39e-06
1,7.078e-05,0.00030081,0.00037158,0.00021233,0.00028311,0.00015925,0.00038928,0.00038928,0.00028311,0.00035389,0.00028311,0.00014156,0.00042467,0.00047775,0.00037158,0.00108389,0.00013208,0.45732485,0.03408108,0.00488146,8.2e-07,0.00107992,0.00013787,0.45753359,0.03426118,0.00488196,7.4e-07
1,0.00029143,0.00029143,0.00019428,0.00038857,0.00024286,4.857e-05,0.00033999999999999997,0.00019428,0.00024286,0.00043714,0.00038857,0.00019428,0.00029143,0.00043714,0.00038857,0.0010475,7.967e-05,0.45878978,0.03238807,0.00484429,9.6e-07,0.00104529,0.00011020000000000001,0.45928240000000004,0.03295205,0.0048444,1.14e-06
1,0.000122,0.00024401,0.00028468,0.00032534,0.00016267,0.00024401,0.00032534,0.00024401,0.00036601,0.00032534,0.00032534,8.134e-05,0.00044735,0.00040668,0.00032534,0.00106028,0.00012518,0.45858107,0.03283175,0.00488114,1.5e-06,0.00105647,0.00010071,0.45863961,0.03320404,0.00488108,1.03e-06
1,0.00029912,0.00034185,0.00021366,0.00047004,8.546e-05,0.00021366,0.00042731,0.00034185,0.00042731,0.00012819,0.00021366,4.273e-05,0.00034185,0.00042731,0.00038458,0.00104086,0.00011636,0.46011089,0.03118997,0.00488224,1.75e-06,0.00103879,9.394e-05,0.45981859,0.03216554,0.00488188,1.51e-06
1,0.00028043,0.00021811,0.00037391,0.00037391,0.00012464,0.0001558,0.00028043,0.00012464,9.348e-05,0.00012464,0.00046739,0.00034275,0.00043623,0.00031159,0.00071666,0.00101314,0.00011126,0.46079947,0.03025577,0.00489516,2.29e-06,0.00100933,4.339e-05,0.46124129,0.03105874,0.00489609,1.9e-07
1,0.00028972,0.00025753,0.00019315,0.00032191,0.00045068,0.00048287,0.00028972,0.00025753,0.00045068,0.00032191,0.00028972,0.00016096,0.00035410000000000004,0.00025753,9.657e-05,0.00114126,8.179e-05,0.45663446,0.03410263,0.00493175,3.5000000000000004e-06,0.00113919,9.767e-05,0.45733328,0.0349634,0.00493333,2.19e-06
1,0.00034222,0.00013689,0.00034222,0.00034222,6.844e-05,0.00034222,0.00027378,6.844e-05,0.00041067,0.00013689,0.00047911,0.00041067,0.00020533,0.00047911,0.00034222,0.00101527,0.00010733,0.46083177,0.02955731,0.00484272,3.52e-06,0.00101625,6.149e-05,0.46138981,0.03167009,0.00484671,3.49e-06
1,0.00016219999999999999,0.00021626,0.00037846,0.00027033,0.00010813,0.00027033,5.407e-05,0.00027033,0.00021626,0.00032439999999999997,0.00037846,0.00027033,0.00021626,0.00037846,0.00070286,0.00102801,7.598e-05,0.45906171,0.03214263,0.0048646,1.66e-06,0.00102347,9.061e-05,0.45953384,0.03266372,0.00486218,1.89e-06
1,0.00016861,0.00021076,0.00063228,0.00037937,8.43e-05,4.215e-05,0.00016861,0.00033722,0.00021076,0.00016861,0.00012646,0.00029506,0.00025291,0.00042152,0.00059013,0.00097025,0.00012039,0.46007026,0.03121496,0.00478716,6.6e-07,0.00097007,9.554e-05,0.46052686,0.03186081,0.00478834,1.1e-07
1,0.00017605,0.00026407,0.00013204,0.00022006,0.00061617,0.00066018,0.00026407,0.00035210000000000005,0.00070419,0.00039611,0.00013204,0.0,0.00026407,0.00026407,8.802e-05,0.00119269,8.994e-05,0.45487035,0.03635346,0.00494392,2.15e-06,0.00118767,9.453e-05,0.45519472,0.03650576,0.00494204,1.5e-06
1,0.00028973,0.00028973,0.00040562,0.00023178,0.00011589,0.00011589,0.00023178,0.00046356,0.00011589,0.00028973,0.00034767,0.00034767,0.00017384,0.00046356,0.00052151,0.00102872,0.00010374,0.45978392,0.03171973,0.0048772,1.26e-06,0.00102186,0.00013984,0.45981274,0.03200028,0.00487444,6.5e-07
1,0.00017083,0.00034167,0.00046980000000000004,0.00025625,0.00017083,4.271e-05,0.00021354,0.00017083,0.00017083,0.00017083,0.0005125,0.00055521,0.00017083,0.00046980000000000004,0.00046980000000000004,0.00098892,8.065e-05,0.46096994,0.03018475,0.0048229,1.6e-06,0.00098742,9.338e-05,0.46104993,0.03138428,0.00482345,2.3e-07
1,0.00014084,0.00032863,0.00028168,0.00032863,0.00032863,0.00018779,0.00023474,0.00037558,0.00018779,0.00028168,0.00028168,4.695e-05,0.00042252,0.00032863,0.00046947,0.00107723,5.781e-05,0.45818424,0.03324243,0.00491382,7e-07,0.00107414,9.429999999999999e-05,0.45848522,0.03330718,0.00491585,-6.8e-07
1,0.000196,0.00029401,0.00044101,0.00034301,0.000147,0.000245,9.8e-05,0.00039201,0.000196,0.000147,0.00044101,0.000147,0.00029401,0.00049001,0.00053901,0.00104157,0.0001036,0.45971482,0.03152917,0.00487711,1.97e-06,0.00103594,6.447e-05,0.46020312,0.03189026,0.00488135,1.52e-06
1,0.00036567,0.00012189,0.00042662,0.00042662,0.00024378,0.00012189,0.00012189,6.095e-05,0.00030473,0.00024378,0.00018284,0.00036567,0.0,0.00030473,0.00060945,0.00096088,-2.5e-07,0.46251229999999993,0.0294111,0.00478329,9.4e-07,0.00095288,4.263e-05,0.46241557,0.02950823,0.00477984,7.4e-07
1,0.00044315,0.00044315,0.00022158,0.00044315,0.00027697,0.00011079,0.00027697,0.00027697,0.00016618,0.00011079,0.00044315,0.00044315,0.00022158,0.00033236,0.00022158,0.00104498,0.00016701,0.46057667,0.03033109,0.00489872,2.42e-06,0.00103991,0.00012892,0.46068921,0.03157287,0.00489365,1.46e-06
1,0.00027094,0.00037932,5.419e-05,0.00027094,0.0004877,0.00016257,0.00043351,0.00037932,0.00016257,0.00070446,0.00027094,5.419e-05,0.00043351,0.00027094,0.00016257,0.00116652,0.00014268,0.45435420000000004,0.03668414,0.00494539,2.08e-06,0.00116698,0.00013474,0.45458966,0.03725742,0.00494851,1.63e-06
1,0.00014737,0.00034387,0.00029475,0.00034387,0.00029475,0.0,0.00029475,0.00014737,0.00029475,0.00024562,0.00024562,0.00029475,0.0001965,0.00034387,0.00054037,0.00099058,6.897e-05,0.46053672,0.03093979,0.00482323,8e-07,0.0009877,5.486e-05,0.46102019,0.03113635,0.00482261,4.8e-07
1,0.00016997,0.00021247,0.00038244,0.00042494,0.00021247,0.0,0.00042494,0.00012748,0.00042494,0.00016997,0.00029746,0.00021247,0.00029746,0.00059491,0.00059491,0.00099409,0.00012387,0.46062991,0.03051667,0.00477413,1.8e-07,0.00099068,0.00014231,0.46128671,0.03117733,0.00477483,-1e-08
1,0.00010258,0.00030775,0.00035904,0.00025646,0.00020517,0.0,0.00035904,0.00030775,0.00025646,0.00030775,0.00025646,0.00020517,0.00025646,0.00046163,0.0006155,0.00100429,4.798e-05,0.46068773,0.03145129,0.00483871,3.6e-07,0.00100035,5.686e-05,0.45969609999999994,0.03176006,0.00483894,1.06e-06
1,0.00034483,0.0002069,0.00013793,0.00034483,0.00034483,0.00027587,0.00034483,6.897e-05,0.00034483,0.0004138,0.00055173,0.00034483,0.00027587,0.0004138,6.897e-05,0.00109444,0.00013029,0.45844359,0.03219978,0.00487383,2.79e-06,0.00108958,0.00012554,0.45852987,0.03401656,0.00487209,8.7e-07
1,0.00020517,0.00020517,0.00035905,0.00025646,0.00030776,0.00015388,0.00041034,0.00025646,0.00041034,0.00046164,0.00020517,0.00025646,0.00025646,0.00051293,0.00015388,0.00106753,0.00012964,0.45766450000000003,0.034083800000000004,0.0048161,6.8e-07,0.00106056,0.00012352,0.45745742,0.03421672,0.00481327,1.2e-06
1,0.00029939999999999996,0.00025663,0.00025663,0.00038494,0.00038494,0.00017108,0.00034217,0.00025663,0.00034217,0.00025663,0.00025663,0.00021386,0.00025663,0.00042771,0.00025663,0.00106524,0.00011630000000000001,0.45943162,0.03231438,0.00486256,6.3e-07,0.00106106,4.602e-05,0.45927299,0.03234774,0.00486145,7.5e-07
1,0.0002914,0.00033997,9.713e-05,0.00038853,0.00024283,0.00043710000000000005,0.00019427,0.00019427,0.00053423,0.0002914,0.00038853,0.00019427,0.00019427,0.0002914,0.00033997,0.00108118,5.561e-05,0.45782761,0.03223114,0.00489978,2.05e-06,0.00107883,5.764e-05,0.4605802,0.03262308,0.00489834,2.15e-06
1,0.00025506,0.00042510000000000003,8.502e-05,0.00055263,0.00029757,0.0,0.00042510000000000003,0.00017004,0.00038259,0.00051012,0.00025506,4.251e-05,0.00034008,0.00042510000000000003,0.00034008,0.00106475,0.00014915,0.45822977,0.03330491,0.00482186,1.45e-06,0.00105983,0.00013483,0.45837740000000005,0.03344231,0.00482203,6.3e-07
1,0.00013912,0.00032460000000000003,0.00018549,0.00027823,9.274e-05,0.00018549,0.00032460000000000003,0.00018549,0.00032460000000000003,0.00051009,0.00041735,0.00013912,0.00037097,0.00041735,0.00051009,0.00105967,6.576e-05,0.45837372,0.03344289,0.00488243,1.06e-06,0.0010546,4.524e-05,0.45794538,0.03360982,0.00488174,5e-07
1,0.00023647,0.00023647,0.00014188,0.00018917,0.00033106,0.00037835,0.00028376,0.00033106,9.459e-05,0.00047294,0.00047294,0.00014188,0.00052023,0.00023647,0.00028376,0.00114862,0.00014013,0.45651143,0.03480857,0.00500646,1.34e-06,0.00114456,7.129e-05,0.45667082,0.03480569,0.0050066,2.42e-06
1,0.00017886,0.00023848,0.00047696,0.00017886,0.00017886,0.00017886,0.00035772,0.00035772,0.00011924,0.00011924,0.00029810000000000004,0.00035772,0.00041734,0.00035772,0.00047696,0.00103595,7.078e-05,0.45950785,0.03201752,0.0049123000000000005,1.19e-06,0.00103288,6.682e-05,0.45940455,0.03238374,0.004915999999999999,8e-08
1,0.00019767,0.00029651,0.00034593,0.00014826,0.00014826,4.942e-05,0.00039535,0.00034593,9.884e-05,0.00034593,0.00024709,0.00029651,0.00029651,0.00034593,0.00079069,0.00102694,8.471e-05,0.45875365,0.03288358,0.00490198,-1.2e-07,0.00102317,6.544e-05,0.45886251,0.03285015,0.00490266,0.0
1,0.00057274,0.00020827,0.00010413,0.00041654,0.00031239999999999995,5.207e-05,0.00046861,0.00026034,0.00026034,0.00020827,0.00052067,0.00020827,0.00010413,0.00083308,5.207e-05,0.00105495,0.0001961,0.46109935,0.02981251,0.00482796,3.12e-06,0.00105531,0.00020027,0.46108888,0.03119506,0.00482893,3.55e-06
1,0.00044302,0.00019690000000000002,0.00029535,0.00044302,9.845e-05,0.00024612,0.00014767,0.00029535,0.00019690000000000002,0.00019690000000000002,0.00029535,0.00024612,0.00019690000000000002,0.00034457,0.00073836,0.00102449,9.343e-05,0.46061146,0.03074927,0.00487928,2.56e-06,0.00101868,7.462e-05,0.46077231,0.03121602,0.00488134,2.4e-07
1,0.00019374,0.00024217,0.00033904,9.687e-05,4.843e-05,0.00033904,0.00024217,0.00043591,0.0001453,0.00019374,0.00029061,0.00029061,0.00033904,0.00029061,0.00053278,0.00105073,6.876e-05,0.45869152,0.032637,0.00496638,2.21e-06,0.00104698,8.120000000000001e-05,0.45912832,0.03266018,0.00496772,8.5e-07
1,0.00014311,0.00038161,0.00062012,0.00038161,9.54e-05,0.00019081,0.00014311,0.00057242,0.00014311,9.54e-05,9.54e-05,0.00019081,0.00047702,0.00023851,0.00038161,0.00103919,0.00010551,0.45802133,0.03326906,0.00489527,6.7e-07,0.00103238,0.00010535,0.45893152,0.03307653,0.00489627,-1.4e-07
1,0.00034018,0.00034018,0.00014579,0.00019439,0.00014579,0.00019439,0.00043737,0.00029158,0.00029158,0.00029158,0.00029158,0.00029158,0.00019439,0.00038878,0.00038878,0.00104527,9.552e-05,0.45928779999999997,0.0319904,0.00491143,1.75e-06,0.00104364,5.057e-05,0.45964749,0.03234695,0.00491227,1.59e-06
1,0.00043354,0.00024085,4.817e-05,0.00038537,0.00024085,0.00014451,0.00048171,9.634e-05,0.00038537,0.00052988,0.00024085,0.00024085,0.00019268,0.0003372,0.00028903,0.00105989,5.520000000000001e-05,0.45849856,0.0330322,0.00485891,6.5e-07,0.00105282,3.493e-05,0.45888954,0.03303244,0.00485978,6.7e-07
1,0.00049427,0.00027459,0.00010984,0.00071394,0.00038443,0.00016476,0.00016476,0.00016476,0.00032951,0.00049427,0.00032951,5.492e-05,0.00021967,0.00032951,0.00016476,0.00108465,0.00010944,0.45873117,0.03245911,0.00482879,2.24e-06,0.00107914,0.00013856,0.45944225,0.03268084,0.00482856,2.09e-06
1,0.0001476,0.0004428,0.0001476,0.0002952,0.000246,0.0,0.000492,0.000246,0.0002952,0.000246,0.000492,0.0001968,0.0003936,0.00054119,0.000246,0.00104623,0.0001464,0.45984008,0.03131199,0.00487111,6e-07,0.00104665,0.00010712,0.45985165,0.03228312,0.00486992,3.7e-07
1,0.0002144,0.0002144,0.0003216,0.0002144,5.36e-05,0.000268,0.0002144,0.0004288,0.0001608,0.0004288,0.0003216,0.0001608,0.000268,0.0004288,0.000268,0.00105732,0.00010400000000000001,0.45803806,0.03357729,0.00490679,2.61e-06,0.00104883,4.746e-05,0.45827524,0.03337082,0.00490824,1e-07
